,ATS__c,Industry,numJobs,awards,contentCount,followers,freshContent,photos,starRating,clicks,monthOfSignupPageViews,timeOnSite,intDifficulty,intDuration,has_interviews,basePayAmount,subsidiary,employeesTotalNum,RespondedContacts,employerId,isWon
8117,other,Retail,6.0,0.0,18.0,50.0,0.0,0.0,4.0,84.0,245.0,0,3.3,17.0,1,67546.0,0,150.0,1.0,h6U9N,False
8118,tbe,Finance,21.0,0.0,68.0,374.0,12.0,0.0,3.31818181818,1056.0,3189.0,-220,3.2,31.0,1,98911.0,1,3000.0,4.0,BsQK0,False
8119,UNKNOWN,Health Care,0.0,0.0,18.0,44.0,14.0,0.0,4.22222222222,,328.0,87,2.0,,0,41284.0,0,3000.0,4.0,4ubg0,False
8120,CustomCrawl,Business Services,439.0,2.0,890.0,3400.0,40.0,12.0,3.20563380282,8933.0,22770.0,1051,2.7,29.0,1,82005.0,1,4400.0,43.0,zSEoZ,False
8121,UNKNOWN,Health Care,0.0,0.0,50.0,62.0,6.0,0.0,3.27272727273,,211.0,425,2.8,3.0,1,72647.0,0,350.0,3.0,rWq0U,False
8122,EMPLOYER SOURCE,Finance,9.0,0.0,14.0,28.0,0.0,2.0,3.0,19.0,274.0,21,,,0,0.0,0,350.0,,1Bytz,True
8123,other,Non-Profit,6.0,0.0,0.0,2.0,0.0,6.0,,,130.0,323,3.0,60.0,1,34000.0,0,30.0,2.0,Odbq4,False
8124,CustomCrawl,Information Technology,32.0,8.0,158.0,548.0,4.0,28.0,2.64615384615,214.0,1738.0,757,3.1,22.0,1,510191.0,0,750.0,2.0,rMVJk,True
8125,EMPLOYER SOURCE,Manufacturing,1.0,0.0,8.0,28.0,0.0,0.0,4.5,1.0,118.0,0,,,0,92678.0,0,464.0,1.0,zwtNw,False
8126,CustomCrawl,Biotech & Pharmaceuticals,16.0,0.0,0.0,0.0,0.0,0.0,,65.0,388.0,0,4.3,17.0,1,69467.0,0,25.0,2.0,fJJam,False
8127,workDay,Biotech & Pharmaceuticals,10.0,0.0,56.0,176.0,12.0,0.0,3.20833333333,414.0,1060.0,308,2.8,18.0,1,79654.0,0,750.0,5.0,7uesq,False
8128,ApplicantPro,"Oil, Gas, Energy & Utilities",2.0,0.0,26.0,62.0,0.0,0.0,3.27272727273,16.0,103.0,0,3.5,1.0,1,46762.0,0,350.0,,CDzqo,False
8129,UNKNOWN,Business Services,0.0,0.0,28.0,84.0,20.0,0.0,3.83333333333,,100.0,33,3.0,3.0,1,40063.0,0,24.0,1.0,zH3RK,False
8130,other,Media,39.0,0.0,250.0,874.0,28.0,0.0,3.11009174312,643.0,2857.0,383,2.8,20.0,1,61394.0,0,1100.0,3.0,XEMPM,False
8131,EMPLOYER SOURCE,Education,1.0,0.0,16.0,34.0,8.0,0.0,2.16666666667,289.0,877.0,193,4.0,14.0,1,44067.0,0,325.0,2.0,kUpyk,False
8132,CustomCrawl,Business Services,5.0,2.0,2.0,14.0,2.0,10.0,4.0,18.0,67.0,29,,,0,44325.0,0,125.0,2.0,kum8I,False
8133,WorkableHR.com,Information Technology,3.0,0.0,12.0,22.0,12.0,0.0,4.66666666667,20.0,68.0,101,,,0,28589.0,0,125.0,,0Ewi1,False
8134,iCIMS Master Feed,"Construction, Repair & Maintenance",60.0,,,,,,,,,1039,2.4,46.0,1,47747.0,0,3000.0,3.0,xdi39,False
8135,CustomCrawl,Transportation & Logistics,8.0,0.0,34.0,60.0,8.0,0.0,2.0,123.0,448.0,443,1.8,38.0,1,32068.0,0,250.0,9.0,j4g2T,False
8136,EMPLOYER SOURCE,Business Services,15.0,0.0,24.0,26.0,6.0,8.0,4.7,188.0,1128.0,238,2.6,3.0,1,26489.0,1,125.0,2.0,sN8e2,False
8137,ApplicantPro,Retail,16.0,0.0,30.0,46.0,0.0,0.0,2.64285714286,191.0,435.0,0,3.5,18.0,1,37716.0,0,200.0,,I81lG,False
8138,MyStaffingPro,Insurance,69.0,0.0,12.0,16.0,2.0,0.0,3.6,321.0,633.0,0,3.0,14.0,1,58013.0,0,200.0,1.0,XW7E4,False
8139,UNKNOWN,Education,0.0,2.0,260.0,1380.0,36.0,2.0,3.70796460177,,1817.0,1001,2.6,20.0,1,38462.0,0,3000.0,1.0,2Jbh0,False
8140,CustomCrawl,Transportation & Logistics,1.0,0.0,54.0,118.0,4.0,46.0,3.34615384615,224.0,2480.0,827,1.5,11.0,1,46885.0,0,3000.0,,eVbjm,True
8141,CustomCrawl,Business Services,14.0,0.0,48.0,318.0,2.0,12.0,4.1,1032.0,3238.0,290,3.2,33.0,1,81867.0,0,350.0,4.0,VlGr9,True
8142,CustomCrawl,Information Technology,3.0,4.0,8.0,18.0,8.0,40.0,5.0,92.0,424.0,54,,,0,77500.0,0,25.0,1.0,IkHqz,False
8143,icims,Business Services,21.0,0.0,40.0,112.0,6.0,16.0,3.93333333333,199.0,1298.0,681,3.3,18.0,1,82584.0,0,350.0,3.0,MPQ0E,True
8144,UNKNOWN,Manufacturing,0.0,0.0,10.0,22.0,0.0,0.0,3.0,47.0,148.0,0,,,0,62094.0,0,150.0,1.0,2yI76,False
8145,tbe,Health Care,18.0,0.0,10.0,20.0,0.0,0.0,3.4,43.0,76.0,118,,,0,49155.0,0,150.0,2.0,yxpGn,False
8146,other,Manufacturing,86.0,4.0,144.0,474.0,8.0,2.0,2.64912280702,284.0,,855,2.8,21.0,1,90095.0,0,5800.0,17.0,QoxeF,True
8147,UNKNOWN,Retail,0.0,20.0,18.0,58.0,0.0,0.0,3.0,,217.0,853,2.8,12.0,1,30221.0,0,30.0,1.0,4djFv,False
8148,UNKNOWN,Consumer Services,0.0,0.0,2.0,100.0,0.0,0.0,3.0,,115.0,0,,,0,59813.0,0,12.0,,RAnOp,False
8149,UNKNOWN,Business Services,0.0,4.0,30.0,46.0,4.0,20.0,4.53846153846,3.0,212.0,1022,3.5,70.0,1,96250.0,0,125.0,3.0,yWYdE,False
8150,tbe,Information Technology,22.0,0.0,24.0,90.0,2.0,0.0,3.5,488.0,1005.0,617,2.4,12.0,1,56966.0,0,350.0,5.0,kenh9,False
8151,EMPLOYER SOURCE,Education,3.0,0.0,2.0,0.0,2.0,0.0,5.0,,10.0,25,,,0,52000.0,0,25.0,,hSSz1,True
8152,UNKNOWN,Business Services,0.0,0.0,6.0,14.0,0.0,4.0,3.0,41.0,102.0,453,1.0,1.0,1,52500.0,0,25.0,1.0,VUVVV,False
8153,CustomCrawl,Computer Hardware & Software,9.0,4.0,26.0,66.0,2.0,0.0,4.33333333333,,253.0,311,3.3,23.0,1,178770.0,0,38.0,1.0,mIutq,False
8154,UNKNOWN,Health Care,0.0,4.0,36.0,126.0,10.0,22.0,2.9375,5.0,632.0,492,2.6,13.0,1,111471.0,0,110.0,3.0,KOdPb,False
8155,other,Manufacturing,15.0,0.0,44.0,116.0,2.0,0.0,2.38888888889,25.0,497.0,875,2.3,42.0,1,55883.0,0,800.0,2.0,F8CaI,False
8156,CustomCrawl,Insurance,22.0,0.0,6.0,22.0,2.0,0.0,4.33333333333,264.0,462.0,0,3.0,21.0,1,44854.0,0,350.0,2.0,o261s,False
8157,other,Business Services,6.0,0.0,138.0,280.0,30.0,0.0,3.43859649123,45.0,738.0,732,2.6,38.0,1,219886.0,0,125.0,15.0,NY66j,True
8158,UNKNOWN,Information Technology,0.0,0.0,60.0,68.0,6.0,8.0,3.0,,366.0,69,2.3,5.0,1,113305.0,0,350.0,2.0,Buxdy,False
8159,UNKNOWN,Manufacturing,0.0,0.0,16.0,44.0,2.0,0.0,2.625,,89.0,42,4.0,3.0,1,59697.0,0,400.0,1.0,tmKbw,False
8160,other,Biotech & Pharmaceuticals,16.0,0.0,42.0,84.0,6.0,0.0,2.63157894737,351.0,2007.0,0,1.0,1.0,1,48621.0,0,100.0,,dBLBN,False
8161,CustomCrawl,Non-Profit,125.0,4.0,282.0,520.0,32.0,48.0,2.68695652174,1151.0,2686.0,320,2.7,25.0,1,37296.0,0,3000.0,11.0,QHmdy,False
8162,ultiRecruit,Health Care,17.0,0.0,26.0,116.0,8.0,4.0,3.0,35.0,348.0,1099,1.0,5.0,1,23643.0,0,750.0,1.0,4xQQE,True
8163,CustomCrawl,Transportation & Logistics,91.0,0.0,118.0,386.0,8.0,0.0,2.94339622642,687.0,3431.0,862,2.2,15.0,1,54553.0,1,5000.0,5.0,dXrO9,False
8164,OpenHire (FTP Feed),Real Estate,7.0,0.0,32.0,58.0,6.0,0.0,2.58333333333,27.0,262.0,0,3.0,81.0,1,55314.0,0,100.0,,Ki3cW,False
8165,CustomCrawl,Accounting & Legal,17.0,6.0,164.0,614.0,20.0,0.0,3.7397260274,245.0,2339.0,629,2.9,16.0,1,163590.0,0,3000.0,1.0,cQ39X,False
8166,UNKNOWN,Business Services,0.0,6.0,10.0,16.0,4.0,10.0,3.0,5.0,347.0,38,3.0,4.0,1,65933.0,0,25.0,1.0,UaMxA,False
8167,ultiRecruit,Health Care,12.0,2.0,174.0,234.0,34.0,0.0,3.90277777778,207.0,1937.0,966,2.5,13.0,1,43976.0,0,750.0,4.0,cS56P,True
8168,UNKNOWN,Advertising & Marketing,0.0,0.0,52.0,76.0,14.0,50.0,2.79166666667,44.0,816.0,531,3.0,30.0,1,54252.0,0,50.0,4.0,EVjqv,False
8169,UNKNOWN,Advertising & Marketing,0.0,0.0,14.0,32.0,14.0,0.0,2.28571428571,87.0,677.0,0,3.0,21.0,1,80625.0,0,125.0,4.0,vUsxz,False
8170,tbe,Non-Profit,24.0,0.0,50.0,114.0,6.0,2.0,2.8,388.0,865.0,836,2.4,8.0,1,56074.0,0,750.0,3.0,MiUEP,False
8171,UNKNOWN,Education,0.0,0.0,44.0,170.0,8.0,6.0,3.61111111111,72.0,297.0,75,3.0,21.0,1,31916.0,0,4304.0,5.0,Sz4yg,False
8172,CustomCrawl,Information Technology,5.0,12.0,18.0,52.0,16.0,32.0,4.375,308.0,1034.0,457,1.5,21.0,1,22760.0,0,125.0,4.0,qp6Iq,False
8173,CustomCrawl,Business Services,9.0,0.0,8.0,16.0,4.0,0.0,1.0,,296.0,88,2.0,1.0,1,42767.0,0,125.0,2.0,98v3w,False
8174,CustomCrawl,Advertising & Marketing,15.0,0.0,24.0,42.0,6.0,26.0,4.375,11.0,241.0,514,3.2,8.0,1,55045.0,0,30.0,5.0,uiB9I,False
8175,UNKNOWN,Insurance,0.0,0.0,10.0,28.0,4.0,0.0,3.6,,73.0,119,2.0,3.0,1,21656.0,0,375.0,2.0,XxjBO,False
8176,CustomCrawl,Advertising & Marketing,62.0,0.0,1792.0,17680.0,140.0,50.0,3.63649222065,5615.0,32979.0,1023,2.8,29.0,1,582848.0,1,15000.0,79.0,dxfWv,False
8177,other,Information Technology,23.0,16.0,14.0,32.0,2.0,18.0,2.4,206.0,663.0,280,2.7,14.0,1,56753.0,0,125.0,3.0,8DWyk,False
8178,CustomCrawl,Business Services,1.0,0.0,36.0,82.0,16.0,0.0,4.25,11.0,617.0,120,3.1,9.0,1,38448.0,0,500.0,,HX8fg,False
8179,CustomCrawl,Telecommunications,44.0,8.0,92.0,214.0,28.0,16.0,2.25581395349,44.0,2150.0,559,2.2,8.0,1,45163.0,0,600.0,6.0,oXZnn,False
8180,ultiRecruit,Manufacturing,7.0,0.0,174.0,452.0,18.0,4.0,3.07042253521,402.0,2655.0,1009,2.4,29.0,1,75329.0,0,750.0,7.0,gtsOb,False
8181,taleo,Travel & Tourism,49.0,0.0,822.0,4008.0,142.0,24.0,3.33760683761,3692.0,34429.0,823,2.7,40.0,1,51860.0,0,150000.0,19.0,nPcdM,True
8182,CustomCrawl,Information Technology,78.0,0.0,72.0,246.0,14.0,34.0,3.12,392.0,1542.0,528,2.6,19.0,1,78034.0,1,350.0,1.0,wZ8Xq,False
8183,UNKNOWN,Manufacturing,0.0,0.0,2.0,2.0,0.0,0.0,5.0,,3.0,23,,,0,47928.0,0,13.0,1.0,MVjA8,False
8184,CustomCrawl,Government,8.0,6.0,10.0,38.0,4.0,10.0,2.6,39.0,34.0,268,,,0,55872.0,0,3000.0,,N2Mtn,False
8185,UNKNOWN,Business Services,0.0,0.0,2.0,10.0,0.0,0.0,4.0,,30.0,76,,,0,0.0,0,160.0,,DBICn,False
8186,CustomCrawl,Business Services,28.0,0.0,1906.0,10488.0,170.0,58.0,2.74055415617,6347.0,42421.0,989,2.0,16.0,1,320930.0,0,648254.0,12.0,h3rOf,False
8187,CustomCrawl,Information Technology,35.0,2.0,132.0,698.0,20.0,10.0,3.39130434783,249.0,2146.0,272,3.2,13.0,1,253269.0,0,750.0,2.0,pLbco,False
8188,UNKNOWN,Real Estate,0.0,0.0,122.0,290.0,38.0,46.0,3.24074074074,151.0,1766.0,274,2.1,34.0,1,24567.0,0,15000.0,12.0,4mN1b,False
8189,EMPLOYER SOURCE,Business Services,39.0,0.0,44.0,62.0,6.0,0.0,3.68421052632,323.0,502.0,95,3.3,34.0,1,70441.0,0,350.0,1.0,wsu4Z,False
8190,CustomCrawl,Accounting & Legal,17.0,4.0,104.0,352.0,8.0,2.0,2.32608695652,28.0,2383.0,0,2.9,26.0,1,112184.0,0,850.0,3.0,vxIfl,True
8191,CustomCrawl,Consumer Services,53.0,0.0,56.0,278.0,2.0,0.0,3.0,79.0,339.0,0,2.2,22.0,1,23026.0,0,125.0,,2SeBP,False
8192,UNKNOWN,Information Technology,0.0,0.0,46.0,82.0,2.0,0.0,2.81818181818,7.0,301.0,376,2.0,,0,101530.0,0,136.0,1.0,jWuQt,False
8193,UNKNOWN,Real Estate,0.0,18.0,4.0,4.0,2.0,6.0,5.0,,5.0,98,3.0,7.0,1,0.0,0,23.0,,eBNay,False
8194,CustomCrawl,Transportation & Logistics,63.0,0.0,188.0,470.0,26.0,2.0,2.5625,368.0,3544.0,911,2.4,28.0,1,54461.0,0,3200.0,10.0,qSAhN,False
8195,CustomCrawl,Computer Hardware & Software,47.0,0.0,104.0,372.0,32.0,0.0,3.14285714286,91.0,2543.0,356,2.9,20.0,1,45918.0,0,3000.0,2.0,1a6Kq,False
8196,UNKNOWN,Business Services,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,128,,,0,0.0,0,25.0,1.0,YWTyX,False
8197,UNKNOWN,Computer Hardware & Software,0.0,0.0,0.0,6.0,0.0,0.0,,1.0,80.0,392,,,0,84600.0,0,25.0,3.0,BOgv1,False
8198,other,Biotech & Pharmaceuticals,26.0,0.0,48.0,74.0,6.0,16.0,3.90909090909,293.0,1783.0,408,2.9,21.0,1,46036.0,0,125.0,4.0,Ux2h0,False
8199,Jobvite,Non-Profit,12.0,0.0,80.0,292.0,10.0,12.0,3.71875,596.0,2806.0,759,2.4,15.0,1,63844.0,0,125.0,2.0,2GpS2,False
8200,EMPLOYER SOURCE,"Oil, Gas, Energy & Utilities",40.0,,,,,,,,,257,2.9,58.0,1,70715.0,1,3743.0,8.0,f7lvu,False
8201,EMPLOYER SOURCE,Information Technology,1.0,0.0,58.0,104.0,16.0,2.0,3.20833333333,,200.0,891,2.0,10.0,1,39220.0,0,350.0,6.0,Oi6xc,False
8202,CustomCrawl,Information Technology,28.0,18.0,150.0,322.0,22.0,50.0,4.20338983051,335.0,5802.0,1086,2.6,18.0,1,73092.0,0,350.0,8.0,uQPtI,True
8203,UNKNOWN,,0.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,392.0,149,3.5,45.0,1,107000.0,0,25.0,1.0,aRtFx,False
8204,tbe,Health Care,18.0,0.0,0.0,8.0,0.0,0.0,,70.0,80.0,-189,3.0,21.0,1,49920.0,0,,,Temt7,False
8205,UNKNOWN,Finance,0.0,0.0,6.0,30.0,0.0,0.0,4.0,37.0,66.0,0,3.0,18.0,1,25598.0,0,288.0,,5q35E,False
8206,other,Media,5.0,0.0,14.0,62.0,0.0,0.0,3.0,250.0,74.0,114,2.0,1.0,1,65000.0,0,5.0,3.0,o7nio,False
8207,app.theresumator.com,Information Technology,21.0,2.0,2.0,2.0,0.0,14.0,5.0,55.0,778.0,48,,,0,113333.0,0,25.0,6.0,plmyF,False
8208,CustomCrawl,Advertising & Marketing,3.0,0.0,4.0,6.0,2.0,0.0,3.5,70.0,793.0,36,,,0,41600.0,0,25.0,2.0,GOPOX,False
8209,CustomCrawl,Consumer Services,14.0,0.0,80.0,96.0,10.0,54.0,4.25,139.0,608.0,642,2.5,16.0,1,36312.0,0,350.0,1.0,U6d4K,False
8210,CustomCrawl,Health Care,97.0,4.0,298.0,838.0,34.0,16.0,2.9609375,1704.0,,424,3.0,28.0,1,74516.0,0,2313.0,2.0,S1ECZ,False
8211,greenhouse,Computer Hardware & Software,18.0,,,,,,,,,868,3.5,12.0,1,93117.0,0,68.0,2.0,J0VrF,False
8212,EMPLOYER SOURCE,Transportation & Logistics,12.0,22.0,238.0,570.0,6.0,70.0,3.19811320755,1445.0,5630.0,1090,2.9,26.0,1,46288.0,0,3000.0,21.0,Y15OZ,False
8213,other,Information Technology,13.0,10.0,92.0,310.0,4.0,14.0,3.30952380952,259.0,,818,2.5,6.0,1,66791.0,0,350.0,2.0,m5COI,False
8214,CustomCrawl,Retail,3.0,0.0,34.0,66.0,12.0,24.0,2.8125,11.0,442.0,625,4.0,14.0,1,97688.0,0,125.0,2.0,TtVIL,False
8215,CustomCrawl,Finance,14.0,6.0,112.0,228.0,4.0,14.0,2.48888888889,21.0,633.0,1001,2.0,9.0,1,66245.0,0,750.0,2.0,Hahsz,False
8216,CustomCrawl,Manufacturing,43.0,0.0,86.0,460.0,4.0,0.0,3.05882352941,287.0,1695.0,1079,2.5,22.0,1,102366.0,0,900.0,5.0,2vxVa,False
8217,other,Retail,4.0,0.0,2.0,6.0,2.0,0.0,2.0,9.0,198.0,235,3.0,21.0,1,46020.0,0,125.0,1.0,9DHwm,False
8218,ultiRecruit,Travel & Tourism,1834.0,,,,,,,,,982,2.7,14.0,1,30233.0,1,4000.0,17.0,rwIhc,False
8219,SmartRecruiters,Information Technology,2.0,0.0,22.0,28.0,22.0,0.0,3.42857142857,3308.0,12655.0,34,2.0,11.0,1,56558.0,0,750.0,4.0,mrMyK,False
8220,UNKNOWN,,0.0,0.0,0.0,0.0,0.0,0.0,,,22.0,237,,,0,30480.0,0,25.0,1.0,r9B5W,False
8221,EMPLOYER SOURCE,Information Technology,14.0,0.0,18.0,94.0,2.0,0.0,3.625,19.0,363.0,720,3.0,6.0,1,97327.0,0,125.0,3.0,TSB4r,False
8222,CustomCrawl,Retail,36.0,0.0,102.0,578.0,2.0,0.0,3.675,567.0,,-76,2.1,8.0,1,29621.0,0,7500.0,6.0,i2FtX,False
8223,UNKNOWN,Business Services,0.0,0.0,4.0,4.0,4.0,0.0,5.0,35.0,127.0,9,,,0,70000.0,0,109.0,2.0,rbvTr,False
8224,EMPLOYER SOURCE,"Restaurants, Bars & Food Services",2.0,0.0,332.0,736.0,30.0,26.0,3.28205128205,31.0,5756.0,762,1.8,4.0,1,25763.0,0,4000.0,3.0,foRlW,False
8225,UNKNOWN,Finance,0.0,0.0,12.0,22.0,2.0,18.0,4.83333333333,140.0,524.0,498,3.0,30.0,1,90000.0,0,50.0,4.0,9L9nK,False
8226,UNKNOWN,Manufacturing,0.0,0.0,6.0,20.0,0.0,0.0,3.0,,57.0,266,,,0,57067.0,0,160.0,,0zW1e,False
8227,other,Insurance,35.0,0.0,2.0,4.0,2.0,0.0,3.0,43.0,1791.0,100,3.0,7.0,1,75429.0,0,25.0,1.0,2r9SE,True
8228,WorkforceNow,"Arts, Entertainment & Recreation",5.0,0.0,122.0,196.0,14.0,24.0,2.87234042553,,4707.0,972,2.4,15.0,1,78762.0,0,325.0,8.0,5J3NG,True
8229,CustomCrawl,Computer Hardware & Software,12.0,10.0,36.0,154.0,6.0,0.0,4.64705882353,59.0,549.0,534,3.4,29.0,1,526615.0,0,350.0,4.0,NZqJP,False
8230,EMPLOYER SOURCE,Biotech & Pharmaceuticals,2.0,0.0,62.0,334.0,14.0,2.0,3.77777777778,354.0,2920.0,401,1.8,5.0,1,47218.0,0,3000.0,4.0,slU4j,False
8231,UNKNOWN,Media,0.0,0.0,98.0,328.0,10.0,0.0,3.17073170732,51.0,1027.0,536,2.8,24.0,1,68567.0,0,50.0,3.0,M1SJZ,False
8232,EMPLOYER SOURCE,Business Services,2.0,0.0,4.0,248.0,0.0,18.0,5.0,17.0,30.0,0,,,0,52940.0,0,4.0,1.0,sBzTJ,False
8233,CustomCrawl,Computer Hardware & Software,41.0,14.0,120.0,334.0,12.0,36.0,4.14634146341,409.0,3891.0,813,3.1,25.0,1,50789.0,0,750.0,5.0,8566h,False
8234,kenexaBrassRing,Accounting & Legal,15.0,0.0,64.0,198.0,2.0,0.0,3.36,714.0,2279.0,735,2.6,61.0,1,75240.0,0,3000.0,4.0,fAlFI,False
8235,Jobvite,Finance,25.0,2.0,182.0,420.0,32.0,6.0,3.30158730159,,3832.0,1049,2.4,14.0,1,64908.0,0,750.0,10.0,IhgeM,False
8236,UNKNOWN,Advertising & Marketing,0.0,0.0,14.0,34.0,0.0,0.0,3.14285714286,,61.0,0,,,0,62989.0,1,500.0,1.0,MXjGn,False
8237,ultiRecruit,Manufacturing,23.0,0.0,80.0,162.0,12.0,2.0,2.87096774194,466.0,1973.0,489,1.9,16.0,1,66650.0,0,3000.0,2.0,SmSw3,True
8238,other,Computer Hardware & Software,16.0,0.0,22.0,152.0,0.0,0.0,4.25,25.0,262.0,0,2.3,19.0,1,184630.0,0,2800.0,,CnczV,False
8239,UNKNOWN,Information Technology,0.0,0.0,4.0,174.0,0.0,18.0,4.5,,140.0,185,3.0,14.0,1,0.0,0,25.0,1.0,Qcl8w,False
8240,ApplicantPro,Manufacturing,5.0,0.0,56.0,102.0,10.0,0.0,2.0,503.0,1930.0,867,2.5,9.0,1,62638.0,1,3000.0,4.0,U5mWz,False
8241,UNKNOWN,Retail,0.0,0.0,94.0,152.0,8.0,2.0,2.69696969697,,1119.0,1127,1.9,5.0,1,30664.0,0,750.0,11.0,DoUXX,False
8242,UNKNOWN,Manufacturing,0.0,0.0,0.0,22.0,0.0,0.0,,1.0,41.0,0,,,0,85137.0,0,6.0,,zKUve,False
8243,EMPLOYER SOURCE,Retail,57.0,0.0,42.0,238.0,16.0,90.0,3.78947368421,2145.0,3555.0,353,3.0,2.0,1,24336.0,0,3000.0,2.0,UDW6q,False
8244,CustomCrawl,Information Technology,21.0,2.0,120.0,1106.0,2.0,38.0,2.14634146341,169.0,,1137,2.7,8.0,1,76851.0,0,20.0,4.0,pVADD,False
8245,CustomCrawl,Non-Profit,4.0,0.0,36.0,70.0,14.0,20.0,1.86666666667,148.0,571.0,526,2.7,90.0,1,70513.0,0,220.0,2.0,cx0EO,False
8246,taleo,Finance,698.0,24.0,3088.0,9084.0,318.0,20.0,2.8347107438,10045.0,48620.0,1244,2.6,26.0,1,114300.0,0,24000.0,30.0,Inqbs,False
8247,greenhouse,Insurance,11.0,0.0,48.0,132.0,8.0,0.0,4.38461538462,639.0,6174.0,0,3.0,21.0,1,90044.0,0,125.0,,SV0rZ,False
8248,Jobvite,Computer Hardware & Software,10.0,34.0,160.0,610.0,20.0,108.0,3.96875,2798.0,5408.0,1082,3.0,25.0,1,105749.0,0,125.0,4.0,SUCeD,False
8249,UNKNOWN,Information Technology,0.0,0.0,12.0,68.0,2.0,0.0,4.0,,,0,2.3,9.0,1,108643.0,0,350.0,,9lD7d,False
8250,UNKNOWN,,0.0,0.0,300.0,628.0,32.0,0.0,3.12962962963,339.0,1991.0,973,2.1,27.0,1,79006.0,1,160.0,8.0,olfMX,False
8251,taleo,Health Care,380.0,0.0,524.0,1576.0,38.0,2.0,3.42512077295,453.0,,0,2.7,29.0,1,61307.0,0,9000.0,1.0,xKm0F,False
8252,SmartRecruiters,,29.0,0.0,44.0,108.0,10.0,0.0,2.47368421053,740.0,867.0,70,3.0,10.0,1,52355.0,0,350.0,1.0,3uvy1,False
8253,EMPLOYER SOURCE,Finance,52.0,0.0,46.0,626.0,0.0,20.0,3.89473684211,3570.0,6744.0,996,1.3,1.0,1,41209.0,0,1000.0,12.0,BuNMC,False
8254,ApplicantPro,Business Services,3.0,2.0,106.0,372.0,28.0,26.0,3.6,121.0,873.0,716,2.4,10.0,1,253868.0,0,250.0,4.0,W78AQ,False
8255,UNKNOWN,Manufacturing,0.0,0.0,228.0,268.0,26.0,2.0,2.01041666667,1025.0,816.0,553,1.8,7.0,1,29827.0,0,450.0,3.0,0qcUW,False
8256,ultiRecruit,Non-Profit,321.0,0.0,78.0,190.0,8.0,2.0,2.78125,345.0,1336.0,3,2.3,13.0,1,52393.0,0,3000.0,7.0,4znGd,True
8257,UNKNOWN,Transportation & Logistics,0.0,0.0,16.0,20.0,0.0,0.0,3.14285714286,,223.0,30,3.0,14.0,1,28309.0,0,225.0,3.0,wjaLf,False
8258,UNKNOWN,Business Services,0.0,0.0,0.0,16.0,0.0,0.0,,,59.0,-169,,,0,132463.0,0,25.0,,169YE,False
8259,ApplicantPro,Finance,3.0,12.0,14.0,92.0,4.0,0.0,3.85714285714,10.0,323.0,254,,,0,38233.0,0,125.0,3.0,3DsQu,False
8260,UNKNOWN,Information Technology,0.0,0.0,66.0,106.0,4.0,2.0,2.92592592593,4.0,191.0,-79,2.5,6.0,1,121594.0,0,200.0,3.0,j3oYV,False
8261,other,Manufacturing,152.0,0.0,118.0,348.0,10.0,0.0,2.63636363636,1384.0,2274.0,371,2.2,8.0,1,47302.0,1,29570.0,11.0,igaYk,False
8262,UNKNOWN,Advertising & Marketing,0.0,0.0,2.0,34.0,0.0,0.0,3.0,,117.0,29,,,0,79296.0,0,100.0,1.0,KeZOe,False
8263,UNKNOWN,"Restaurants, Bars & Food Services",0.0,16.0,14.0,46.0,0.0,10.0,3.16666666667,86.0,432.0,520,1.0,1.0,1,35480.0,0,750.0,3.0,HlRQN,False
8264,CustomCrawl,Real Estate,288.0,0.0,82.0,544.0,4.0,16.0,3.61538461538,2049.0,3149.0,560,2.5,11.0,1,47262.0,0,2600.0,5.0,Q3c1Y,False
8265,UNKNOWN,Finance,0.0,0.0,18.0,78.0,2.0,0.0,4.16666666667,84.0,852.0,36,3.0,11.0,1,71509.0,0,168.0,1.0,Mu1cO,False
8266,UNKNOWN,Computer Hardware & Software,0.0,2.0,8.0,26.0,0.0,0.0,3.0,,205.0,394,2.0,55.0,1,68744.0,0,100.0,1.0,SYrBU,False
8267,UNKNOWN,Finance,0.0,0.0,24.0,38.0,2.0,0.0,3.44444444444,,189.0,290,3.0,14.0,1,44628.0,0,100.0,2.0,3mjIr,False
8268,UNKNOWN,Information Technology,0.0,0.0,6.0,6.0,2.0,0.0,3.0,,121.0,49,3.0,24.0,1,52333.0,0,25.0,1.0,UINXD,False
8269,EMPLOYER SOURCE,Finance,30.0,0.0,202.0,346.0,26.0,14.0,1.92592592593,377.0,2164.0,-30,2.7,19.0,1,52736.0,1,3000.0,89.0,Thool,False
8270,iCIMS Master Feed,Finance,10.0,0.0,8.0,30.0,2.0,0.0,4.0,110.0,234.0,16,2.0,7.0,1,40882.0,0,350.0,,w09ZJ,False
8271,CustomCrawl,Travel & Tourism,2.0,0.0,6.0,58.0,0.0,0.0,2.66666666667,26.0,101.0,0,,,0,48771.0,0,43.0,,DJug2,False
8272,tbe,Information Technology,7.0,0.0,82.0,212.0,2.0,0.0,3.42857142857,127.0,937.0,0,2.9,27.0,1,68989.0,0,120.0,1.0,rV8i7,False
8273,iCIMS Master Feed,Health Care,16.0,0.0,76.0,148.0,0.0,4.0,2.91176470588,130.0,762.0,686,3.0,11.0,1,75731.0,0,420.0,5.0,0p53y,False
